customer_id,customer_age,education_level,marital_status,income_category,number_products_customer,weeks_tenure,contacts_last_12mths,credit_limit,card_class,inactive_months_last_12mths,total_revolving_balance,count_transactions,transactions_amount,change_transaction_amt_last_3mths,change_transaction_count_last_3mths,churn
5093,53.0,phd,married,50k€-70k€,5,187,4,5248.0,red,2,1816,45,2305,0.696,0.731,0
7121,36.0,graduate,single,50k€-70k€,3,91,3,8717.0,red,3,719,59,2067,0.556,0.595,0
3630,36.0,graduate,single,<30k€,3,128,2,4098.0,red,1,1776,84,3939,0.673,0.647,0
6135,,graduate,single,<30k€,3,139,2,13109.0,red plus,2,1375,73,3563,0.742,0.553,0
6828,23.0,high school,,,3,55,3,10693.0,red,1,2517,76,4138,0.88,0.727,0
6779,,graduate,married,30k€-50k€,3,140,3,1640.0,red,2,1444,33,1360,0.423,0.222,1
7236,58.0,high school,single,70k€-110k€,3,193,2,16494.0,red,1,1348,36,1302,0.759,0.385,0
8958,42.0,post-graduate,married,30k€-50k€,3,154,1,2926.0,red,3,716,78,4219,0.949,0.592,0
2525,50.0,graduate,married,30k€-50k€,2,148,2,4287.0,red,3,0,82,4874,0.807,0.708,0
8273,,graduate,single,<30k€,3,185,5,1438.3,red,5,0,39,1603,0.647,0.444,1
3382,34.0,high school,single,70k€-110k€,1,147,3,6713.0,red,2,1590,85,7946,0.847,0.667,0
5328,33.0,graduate,single,<30k€,3,109,1,1876.0,red,3,1536,47,2579,0.712,0.469,1
8403,48.0,,single,70k€-110k€,2,140,3,7077.0,red,3,0,41,2619,0.838,0.519,1
1577,47.0,,single,30k€-50k€,4,164,4,3888.0,red,3,2517,88,4377,0.641,0.725,0
482,48.0,high school,married,70k€-110k€,5,181,2,11332.0,red,1,1647,72,4674,0.542,0.714,0
1209,50.0,graduate,single,50k€-70k€,1,147,2,30498.0,red plus,1,1990,120,16202,0.839,0.791,0
7631,41.0,graduate,,30k€-50k€,4,100,2,1605.0,red,2,0,68,4418,0.637,0.659,0
7416,59.0,high school,single,,4,149,1,10457.0,red,3,2148,74,4649,0.737,0.947,0
7734,59.0,college,single,<30k€,4,148,2,2957.0,red,4,1408,82,4280,0.667,0.783,0
8743,35.0,phd,married,,4,103,3,2318.0,red,3,2069,57,2689,1.399,0.781,0
7679,45.0,high school,single,30k€-50k€,4,131,2,5351.0,red,1,0,78,4596,0.763,0.5,0
4646,38.0,graduate,single,30k€-50k€,4,133,3,17909.0,red plus,3,0,58,5977,0.225,0.487,1
7246,35.0,post-graduate,married,50k€-70k€,5,131,2,18001.0,red,3,906,25,1194,0.62,0.471,0
3266,50.0,post-graduate,,30k€-50k€,3,160,4,4568.0,red,1,0,27,1431,0.979,0.688,0
2519,39.0,,married,<30k€,4,123,3,8777.0,red,2,1668,83,4141,0.85,0.66,0
4599,,graduate,single,50k€-70k€,1,146,2,3401.0,red,1,0,18,744,0.898,1.0,1
2190,54.0,graduate,married,<30k€,5,146,3,1438.3,red,1,0,75,3848,0.565,0.705,0
780,58.0,graduate,married,<30k€,6,212,3,1709.0,red,4,895,32,1673,1.656,0.882,0
8077,39.0,graduate,married,<30k€,2,123,3,2124.0,red,3,1573,83,4592,0.728,0.804,0
9916,42.0,,married,<30k€,5,123,2,2415.0,red,2,1452,68,3970,0.609,0.619,0
4050,41.0,graduate,married,50k€-70k€,5,109,2,5633.0,red,2,1395,75,3695,0.542,0.63,0
1708,63.0,graduate,married,<30k€,3,229,3,2122.0,red,3,554,17,949,0.857,0.133,1
8434,47.0,graduate,single,<30k€,3,147,2,2363.0,red,1,494,71,3887,0.736,0.651,0
4791,52.0,high school,single,30k€-50k€,2,163,4,2381.0,red,6,651,46,1920,0.592,0.586,1
1352,45.0,uneducated,single,<30k€,5,147,2,2097.0,red,2,1224,79,5059,0.819,0.681,0
1788,38.0,high school,,,5,148,2,5869.0,red,1,0,65,4191,0.713,0.857,0
851,53.0,college,single,30k€-50k€,3,167,1,2800.0,red,1,1338,90,4869,0.818,0.8,0
9225,39.0,graduate,single,70k€-110k€,5,121,2,14315.0,red,1,690,56,2603,1.32,0.806,0
9947,50.0,graduate,married,50k€-70k€,4,163,4,7949.0,red,2,1514,58,3355,0.857,0.657,0
6633,56.0,uneducated,single,70k€-110k€,4,187,2,4555.0,red,1,0,66,3646,1.031,1.2,0
6089,,college,single,50k€-70k€,1,143,2,17350.0,red,2,1817,118,16132,0.816,0.873,0
10068,31.0,graduate,married,<30k€,3,107,1,3540.0,red,1,1173,45,1912,1.106,0.667,0
1179,37.0,high school,married,,1,148,2,2751.0,red,3,1158,82,4861,0.821,0.822,0
3074,45.0,,single,30k€-50k€,6,145,2,16985.0,red plus,3,968,56,2961,0.455,0.647,0
3468,30.0,graduate,divorced,50k€-70k€,5,139,4,2267.0,red,1,0,84,4544,0.875,0.75,0
564,55.0,,single,<30k€,3,148,2,7075.0,red,3,1396,75,4409,0.532,0.531,0
6335,35.0,college,single,30k€-50k€,2,133,3,3680.0,red,1,683,77,4835,0.85,0.75,0
2955,48.0,uneducated,single,<30k€,2,180,2,7659.0,red,3,1698,105,15860,0.992,0.75,0
6617,47.0,graduate,divorced,<30k€,6,136,3,3855.0,red,3,1188,83,3885,0.927,0.627,0
9865,60.0,college,single,<30k€,3,179,2,1938.0,red,4,0,56,3974,0.536,0.931,0
5217,40.0,graduate,,<30k€,2,147,2,2369.0,red,3,0,48,1924,0.51,0.548,1
8877,43.0,college,,<30k€,2,130,6,7385.0,red,2,1817,50,5070,1.029,0.389,1
4546,43.0,uneducated,married,30k€-50k€,6,147,2,18679.0,red plus,2,905,55,2168,0.541,0.486,0
180,50.0,graduate,married,30k€-50k€,4,147,3,4158.0,red,2,1889,130,15842,0.872,0.831,0
507,55.0,phd,single,<30k€,4,147,2,2708.0,red,3,0,45,2321,0.673,0.552,1
9018,53.0,high school,married,<30k€,6,149,2,3918.0,red,3,2517,42,2115,0.47,0.448,1
3618,,uneducated,single,<30k€,6,182,4,1438.3,red,1,0,84,4488,0.827,0.826,0
3237,48.0,post-graduate,married,30k€-50k€,6,168,3,1694.0,red,3,479,42,2349,0.838,0.312,1
3133,44.0,uneducated,married,70k€-110k€,5,159,2,34516.0,red plus,2,1461,70,3416,0.646,0.707,0
1915,29.0,high school,married,+110k€,3,111,4,22382.0,red,3,0,10,695,0.418,0.25,1
4245,43.0,uneducated,single,<30k€,5,134,5,3075.0,red,3,2517,53,3534,0.922,0.71,0
1070,51.0,,married,<30k€,6,137,3,2910.0,red,3,0,41,2648,0.789,0.464,1
5080,34.0,post-graduate,married,<30k€,2,112,3,1726.0,red,3,1398,68,5228,1.009,0.7,0
9488,42.0,high school,,70k€-110k€,3,95,3,7253.0,red,2,0,83,7595,0.644,0.804,0
5653,54.0,,single,<30k€,5,184,2,9431.0,red,3,1785,99,14261,0.603,0.65,0
3407,55.0,graduate,married,<30k€,4,173,3,2012.0,red,2,1230,68,3822,0.668,0.659,0
5438,,,married,50k€-70k€,4,131,3,5175.0,red,3,0,99,14304,0.72,0.768,0
5189,53.0,graduate,single,<30k€,3,191,1,13565.0,red plus,3,0,69,3705,0.56,0.917,0
5204,45.0,,married,<30k€,3,147,4,6197.0,red,1,1219,67,3825,0.552,0.675,0
3887,,graduate,married,50k€-70k€,3,191,3,8185.0,red,3,941,77,4525,0.874,0.604,0
3272,59.0,uneducated,,70k€-110k€,5,146,3,4316.0,red,3,0,53,1920,0.363,0.472,1
2600,51.0,high school,married,70k€-110k€,4,204,3,9519.0,red,2,1936,62,2489,0.929,1.0,0
5758,38.0,graduate,single,70k€-110k€,6,127,4,12165.0,red,2,0,74,4066,1.16,0.682,0
139,50.0,high school,,<30k€,4,152,1,2363.0,red,2,978,40,2635,0.662,0.538,1
9652,38.0,graduate,single,<30k€,1,92,1,1890.0,red,2,666,36,1483,0.691,0.5,1
6507,54.0,graduate,single,30k€-50k€,2,164,2,4705.0,red,1,890,97,8226,0.723,0.644,0
1562,44.0,,single,,3,148,3,3517.0,red,3,0,48,2403,0.634,0.548,1
873,33.0,,married,30k€-50k€,3,148,4,8998.0,red,2,1471,48,1931,0.844,0.371,0
3267,42.0,,single,50k€-70k€,6,143,1,18004.0,red,2,2517,45,2030,0.569,0.452,1
10037,38.0,graduate,married,30k€-50k€,5,148,4,2990.0,red,2,1828,41,2265,0.488,0.414,1
6222,56.0,uneducated,single,<30k€,3,147,0,1438.3,red,3,756,73,4436,1.012,0.622,0
7855,55.0,high school,married,<30k€,3,176,1,5319.0,red,1,921,110,15048,0.866,0.618,0
2953,32.0,uneducated,married,<30k€,4,99,1,2063.0,red,2,0,43,1859,0.553,0.536,0
664,44.0,graduate,married,30k€-50k€,6,146,2,4008.0,red,2,1636,43,1395,0.637,0.955,0
6187,51.0,graduate,married,<30k€,3,193,2,4580.0,red,1,1300,34,1694,0.519,0.7,0
3018,41.0,phd,married,30k€-50k€,4,112,3,2208.0,red,2,0,56,2659,0.695,0.806,1
1745,45.0,high school,married,+110k€,6,147,4,34516.0,red,2,1477,40,1868,0.324,0.212,1
1649,49.0,graduate,married,<30k€,2,147,5,1438.3,red,3,0,44,1739,0.314,0.467,1
4267,54.0,high school,married,<30k€,5,147,4,3666.0,red,1,1739,84,4735,0.779,0.826,0
4886,46.0,high school,married,+110k€,2,169,2,34516.0,red,2,2353,129,15214,0.667,0.675,0
3607,40.0,,single,<30k€,3,147,2,2791.0,red,3,2160,56,2214,0.825,0.6,0
4740,62.0,,married,,6,211,1,2683.0,red,1,1707,33,1582,1.254,0.941,0
1432,40.0,high school,married,70k€-110k€,3,147,2,24126.0,red,2,948,52,3342,0.616,0.677,0
8522,40.0,uneducated,single,70k€-110k€,1,136,4,32938.0,red,4,2089,26,1137,0.72,0.238,1
1496,25.0,,married,+110k€,4,72,1,30928.0,red,2,2005,72,3863,0.52,0.756,0
3300,46.0,high school,single,+110k€,5,171,2,12630.0,red,3,1822,66,4084,0.947,0.571,0
9583,38.0,post-graduate,married,+110k€,6,118,3,8700.0,red,3,1742,50,2306,0.454,0.613,1
789,38.0,phd,married,50k€-70k€,3,119,3,3537.0,red,1,2517,43,1605,1.021,0.344,0
1784,52.0,graduate,single,30k€-50k€,5,147,3,6880.0,red,2,1390,35,1784,1.205,0.944,0
9368,32.0,high school,single,<30k€,5,148,1,1536.0,red,1,801,74,3904,0.944,0.897,0
906,55.0,graduate,single,,3,146,3,10031.0,red,2,0,29,1792,0.238,0.074,1
162,49.0,,single,70k€-110k€,6,168,2,18749.0,red,2,1314,33,1381,0.711,0.435,0
3593,44.0,college,single,30k€-50k€,1,80,4,3458.0,red,2,321,40,2256,0.586,0.29,1
6891,40.0,graduate,single,50k€-70k€,5,140,3,10573.0,red,3,0,43,2237,0.794,0.387,1
4052,36.0,college,married,70k€-110k€,3,115,3,24765.0,red,1,1999,36,1544,1.013,0.714,0
6569,,graduate,married,30k€-50k€,2,136,3,7266.0,red,3,906,27,1741,0.676,0.421,1
1849,55.0,phd,single,<30k€,4,148,2,2778.0,red,2,743,74,4515,0.812,0.51,0
8602,,graduate,single,30k€-50k€,2,229,4,3984.0,red,5,2245,39,1821,0.612,0.696,1
939,55.0,uneducated,married,,2,174,2,2363.0,red,1,1876,85,4984,0.795,0.667,0
6113,42.0,graduate,,<30k€,2,150,2,6250.0,red,3,1835,60,4042,0.644,0.714,0
6526,51.0,,divorced,50k€-70k€,3,149,2,5444.0,red,3,2499,80,4509,0.468,0.667,0
8916,39.0,college,married,50k€-70k€,5,147,2,6114.0,red,2,1461,36,2608,0.772,0.385,1
6586,26.0,high school,divorced,50k€-70k€,2,147,2,13303.0,red,3,2517,85,10219,0.929,0.809,1
7845,64.0,high school,married,<30k€,1,192,4,4130.0,red,3,0,57,2418,0.814,0.781,1
2821,48.0,,divorced,50k€-70k€,4,143,5,29812.0,red plus,2,2031,50,2385,0.767,0.515,0
3215,54.0,post-graduate,married,<30k€,3,143,2,1914.0,red,3,0,41,2687,0.677,0.414,1
2552,46.0,uneducated,married,50k€-70k€,3,143,3,13435.0,red,3,0,56,3575,0.747,1.154,0
9563,55.0,graduate,married,+110k€,4,181,3,34516.0,red,3,1666,18,1218,0.613,0.8,0
7358,42.0,college,married,50k€-70k€,3,113,2,19114.0,red,1,1754,69,4413,0.865,0.725,0
4188,37.0,graduate,single,<30k€,5,109,3,2950.0,red,2,1705,32,1260,0.605,0.6,0
1794,36.0,,married,70k€-110k€,3,93,4,20543.0,red,3,0,42,1874,0.547,0.615,1
2457,56.0,high school,married,70k€-110k€,3,199,4,14015.0,red,1,2065,49,1903,0.704,0.633,0
8016,58.0,high school,married,30k€-50k€,5,198,3,2544.0,red,1,1927,30,1346,0.939,0.364,0
2356,41.0,phd,married,30k€-50k€,1,125,1,6329.0,red,3,1643,109,8514,0.706,0.73,0
4153,41.0,college,married,30k€-50k€,3,153,1,4139.0,red,3,0,41,2232,0.547,0.464,1
8357,35.0,uneducated,single,<30k€,5,123,2,1625.0,red,1,912,73,3968,0.877,0.698,0
1506,45.0,high school,single,+110k€,4,152,4,9758.0,red,1,1792,60,4134,0.626,0.765,0
5775,45.0,,married,,2,87,2,1827.0,red,3,0,86,4207,0.563,0.792,0
3671,,graduate,married,<30k€,3,107,2,4531.0,red,1,1214,40,1414,0.813,0.333,0
9813,39.0,,single,30k€-50k€,3,100,3,15133.0,red plus,1,1663,68,4392,0.646,0.511,0
9998,40.0,uneducated,,30k€-50k€,6,153,1,2811.0,red,4,1630,78,4275,0.847,0.733,0
3406,49.0,,single,30k€-50k€,3,150,2,2762.0,red,3,0,44,2571,0.684,0.419,1
9682,44.0,uneducated,single,<30k€,4,93,3,1443.0,red,2,0,38,2092,0.529,0.31,1
9828,42.0,high school,single,50k€-70k€,1,135,1,13165.0,red,2,1255,95,8126,0.81,0.667,0
8449,39.0,graduate,married,70k€-110k€,1,147,2,30117.0,red,1,2129,91,7930,0.769,0.542,0
492,30.0,high school,married,50k€-70k€,3,73,2,7906.0,red,3,1631,45,1946,0.889,0.552,0
9108,41.0,graduate,single,70k€-110k€,3,151,1,14388.0,red,3,2517,85,7042,0.709,0.635,0
230,51.0,phd,married,<30k€,6,150,2,3719.0,red,2,2517,43,2587,0.666,0.536,1
7421,31.0,,single,70k€-110k€,1,92,2,3711.0,red,2,1413,51,3922,0.175,0.645,1
3465,28.0,graduate,married,<30k€,5,95,3,2498.0,red,2,1632,35,2048,0.712,1.188,0
7055,,college,single,<30k€,3,149,1,2758.0,red,2,2168,86,3073,1.046,0.792,0
9058,54.0,graduate,single,70k€-110k€,3,186,4,34516.0,red,1,1718,74,5220,0.51,0.423,0
1570,54.0,graduate,single,<30k€,4,186,3,1792.0,red,1,989,63,3102,1.202,0.703,0
8431,50.0,,single,30k€-50k€,2,173,2,11272.0,red,3,1744,34,1455,0.347,0.214,1
2230,40.0,graduate,single,50k€-70k€,1,149,3,24657.0,red,3,633,46,1954,0.358,0.394,1
2752,42.0,,single,30k€-50k€,1,118,3,2351.0,red,3,1337,84,5115,0.613,0.787,0
6995,56.0,,single,<30k€,1,158,4,1632.0,red,3,0,47,2509,0.621,0.424,1
3648,53.0,graduate,,50k€-70k€,2,120,2,34516.0,red unlimited,3,2517,67,6782,0.579,0.763,1
1184,38.0,graduate,single,<30k€,4,80,3,12535.0,red plus,3,2049,74,3283,0.683,0.609,0
1858,37.0,,married,30k€-50k€,1,147,2,19055.0,red plus,1,2517,124,15091,0.915,0.676,0
8560,43.0,uneducated,divorced,<30k€,5,103,4,2086.0,red,2,2007,48,2537,1.051,0.6,1
1929,49.0,uneducated,married,<30k€,3,149,3,1438.3,red,3,0,38,1517,0.346,0.407,1
6343,46.0,graduate,single,50k€-70k€,6,122,2,17625.0,red,2,894,39,1773,1.285,1.053,0
4714,43.0,graduate,married,<30k€,3,147,1,2490.0,red,3,1281,34,1902,0.551,0.619,0
7575,45.0,high school,married,30k€-50k€,4,175,2,1438.3,red,2,0,45,2520,0.722,0.452,1
4355,45.0,phd,single,<30k€,1,165,3,2960.0,red,2,0,63,4918,0.962,0.75,0
8843,50.0,college,married,<30k€,2,176,3,2160.0,red,1,2057,93,4518,0.858,0.788,0
5040,50.0,uneducated,divorced,<30k€,3,147,2,1986.0,red,1,1411,86,7249,0.799,0.509,0
132,49.0,uneducated,married,70k€-110k€,3,148,2,23512.0,red,2,1562,60,3764,0.632,0.538,0
1268,39.0,high school,married,50k€-70k€,4,148,4,19127.0,red,2,1880,33,1859,0.788,0.571,0
7619,55.0,phd,single,70k€-110k€,4,198,2,22715.0,red,2,707,117,15004,0.848,0.887,0
4773,44.0,high school,married,70k€-110k€,6,164,3,6366.0,red,2,1344,58,3258,0.492,0.758,0
4290,56.0,high school,single,70k€-110k€,6,171,3,18531.0,red,3,1548,52,2484,0.833,0.857,0
7555,62.0,uneducated,single,,5,185,4,5402.0,red,1,892,83,4770,0.782,0.596,0
8078,47.0,graduate,married,<30k€,6,147,2,1693.0,red,3,1088,40,2104,0.532,0.739,1
2578,36.0,graduate,single,<30k€,5,146,2,3308.0,red,1,2517,85,5104,0.543,0.545,0
1170,49.0,graduate,single,30k€-50k€,2,115,4,2979.0,red,2,0,38,2061,0.644,0.462,1
935,45.0,post-graduate,divorced,50k€-70k€,6,151,3,2751.0,red,3,2432,75,4453,0.905,0.923,0
2839,45.0,high school,,<30k€,2,156,3,2616.0,red,2,2505,42,2576,0.828,0.5,1
119,51.0,high school,married,30k€-50k€,2,180,5,3032.0,red,1,0,14,1037,0.949,2.5,1
5496,34.0,,single,<30k€,6,124,2,3730.0,red,2,2517,22,858,0.853,0.467,1
615,60.0,graduate,single,30k€-50k€,3,192,1,6038.0,red,2,0,30,1447,0.741,0.875,0
1964,,high school,single,30k€-50k€,4,148,3,1561.0,red,5,1169,67,4391,0.573,0.595,0
8136,39.0,college,married,50k€-70k€,3,105,4,2731.0,red,1,1573,38,1813,0.943,0.727,0
3891,42.0,high school,married,<30k€,2,127,3,1968.0,red,3,1781,69,5087,0.972,0.725,0
3258,42.0,uneducated,single,30k€-50k€,2,165,2,17812.0,red plus,3,0,106,8379,0.75,0.606,0
7264,39.0,college,,<30k€,6,162,3,5024.0,red,1,2209,73,4908,0.66,0.659,0
7873,44.0,graduate,married,<30k€,4,94,3,2797.0,red,2,1943,66,4917,0.899,0.784,0
4586,42.0,graduate,single,50k€-70k€,5,138,4,5045.0,red,2,2080,40,2042,0.738,0.481,1
4942,66.0,high school,single,50k€-70k€,4,208,2,5504.0,red,2,1412,38,1290,0.722,0.462,0
3802,48.0,,married,30k€-50k€,6,136,2,4402.0,red,1,1640,46,1774,0.719,1.0,0
4225,51.0,high school,married,<30k€,4,148,1,3007.0,red,2,2517,84,4985,0.733,1.0,0
1344,52.0,phd,married,<30k€,3,170,2,1438.3,red,2,0,64,4211,0.872,0.778,0
6292,54.0,post-graduate,single,<30k€,5,183,3,2555.0,red,1,1701,45,3127,1.492,1.25,0
125,43.0,graduate,married,30k€-50k€,4,170,3,4076.0,red,3,0,37,1235,0.808,0.682,0
8727,57.0,,married,,4,191,3,1438.3,red,2,0,27,1449,1.337,1.455,0
9185,25.0,graduate,,,2,68,1,32292.0,red plus,2,1731,76,7564,0.751,0.81,0
8206,45.0,phd,,+110k€,6,168,2,6143.0,red,2,1151,72,4330,0.866,0.895,0
3131,44.0,graduate,divorced,70k€-110k€,2,148,1,20434.0,red,2,1504,106,13280,0.725,0.656,0
9113,62.0,high school,married,<30k€,5,194,1,3140.0,red,3,1985,41,1626,1.346,0.864,0
7515,42.0,uneducated,single,30k€-50k€,5,117,6,3911.0,red,3,0,42,2867,0.897,0.556,1
4884,43.0,uneducated,married,<30k€,6,99,1,2038.0,red,1,793,67,3513,0.682,0.634,0
5554,38.0,high school,married,,4,130,1,11594.0,red,2,2072,51,2320,0.983,0.594,0
4563,52.0,post-graduate,married,,4,169,4,6451.0,red,4,0,43,2400,0.706,0.433,1
1018,61.0,uneducated,single,<30k€,1,193,2,4905.0,red,3,2413,109,15478,0.853,0.73,0
4500,50.0,high school,single,+110k€,4,151,3,2701.0,red,3,1986,76,4767,0.538,0.854,0
6401,54.0,uneducated,,+110k€,4,185,2,23958.0,red,4,2517,45,2777,0.702,0.552,1
5971,43.0,college,,,5,142,2,11238.0,red,2,2336,70,5302,0.911,0.892,0
7353,35.0,uneducated,single,<30k€,4,150,0,5391.0,red,2,0,56,1971,1.075,0.6,0
10098,59.0,phd,married,70k€-110k€,5,207,2,8571.0,red,2,1616,28,1397,0.6,0.647,0
6448,26.0,graduate,single,<30k€,1,81,3,5871.0,red,2,1829,117,15645,0.81,0.746,0
6801,52.0,phd,single,,2,149,2,2521.0,red,3,1608,33,1328,0.587,0.571,0
1588,48.0,graduate,single,30k€-50k€,3,175,4,1538.0,red,2,0,43,2275,0.684,0.483,1
2416,55.0,high school,single,<30k€,4,193,1,1438.3,red,3,0,70,4242,0.826,0.458,0
8334,50.0,phd,single,,6,189,3,1970.0,red,4,1477,44,2493,0.662,0.571,1
5585,39.0,graduate,single,30k€-50k€,4,76,3,2265.0,red,3,1345,73,4009,0.808,0.49,0
8278,36.0,uneducated,divorced,70k€-110k€,3,120,1,30997.0,red,2,2330,81,3821,0.65,0.841,0
9955,43.0,high school,married,30k€-50k€,2,172,2,8786.0,red,3,1559,92,8575,0.909,0.736,0
8971,56.0,,single,<30k€,5,186,2,5443.0,red,2,1889,64,4416,0.421,0.6,0
6556,60.0,college,married,,3,175,2,5839.0,red,3,2130,44,1640,0.687,0.333,0
68,54.0,uneducated,divorced,70k€-110k€,1,168,4,34516.0,red,3,2408,40,1187,0.796,0.6,1
9834,45.0,,,50k€-70k€,4,147,2,4100.0,red,1,1956,61,3584,0.617,0.743,0
7820,,college,single,30k€-50k€,6,149,1,1531.0,red,3,0,77,4152,0.704,0.54,0
2898,31.0,college,married,+110k€,2,83,4,34516.0,red unlimited,1,0,73,9338,1.004,0.622,1
7709,46.0,high school,,70k€-110k€,5,164,2,34516.0,red plus,3,1371,123,15930,0.691,0.836,0
9450,58.0,college,single,+110k€,2,191,2,4789.0,red,4,357,41,2496,0.798,0.64,1
3177,35.0,uneducated,single,<30k€,3,123,3,2353.0,red,2,1095,84,5038,0.941,0.75,0
8862,34.0,uneducated,single,<30k€,4,148,3,1438.3,red,3,0,74,4302,0.734,0.762,0
448,28.0,graduate,single,<30k€,5,82,5,3983.0,red,1,431,46,3098,0.887,0.438,1
7601,53.0,uneducated,single,50k€-70k€,5,198,2,1723.0,red,2,0,43,2574,1.038,0.72,1
541,56.0,high school,married,,4,156,4,5122.0,red,2,1642,39,1908,0.935,0.696,0
5600,56.0,graduate,single,<30k€,5,212,3,2636.0,red,3,1619,83,4727,0.565,0.627,0
8592,57.0,,married,<30k€,5,206,4,1570.0,red,3,1028,28,1430,0.742,1.333,0
2399,52.0,phd,married,,6,191,3,5794.0,red,1,0,73,4201,0.732,0.587,0
6172,47.0,uneducated,divorced,30k€-50k€,2,159,2,21754.0,red plus,2,0,104,9105,0.83,0.763,0
4839,49.0,high school,married,,6,160,0,1537.0,red,4,0,75,4234,0.712,0.786,0
3854,37.0,high school,single,,3,139,1,2069.0,red,3,550,43,2716,0.783,0.433,1
425,32.0,high school,married,30k€-50k€,6,131,2,8603.0,red,6,1046,40,1758,0.826,0.739,0
760,35.0,phd,,,3,87,3,4651.0,red,3,2499,79,5097,0.766,0.795,0
7564,54.0,high school,married,<30k€,1,146,1,3173.0,red,1,1822,71,4883,0.801,0.614,0
3042,51.0,graduate,single,,2,127,4,4946.0,red,3,0,38,2239,0.54,0.407,1
2605,45.0,graduate,,+110k€,6,147,2,25937.0,red,1,0,68,3785,0.936,0.7,0
8809,45.0,,married,70k€-110k€,2,160,4,29865.0,red,3,2097,74,8636,0.902,0.947,1
1412,34.0,high school,married,50k€-70k€,4,95,2,7189.0,red,3,1550,52,1935,0.538,0.368,0
3641,47.0,phd,married,+110k€,3,155,2,8989.0,red,2,552,49,2309,0.699,0.633,1
5112,55.0,graduate,married,+110k€,4,203,0,2872.0,red,2,2035,47,1770,0.613,0.741,0
8060,44.0,high school,single,<30k€,4,107,4,1438.3,red,3,0,77,3749,0.71,0.604,0
5518,46.0,graduate,single,30k€-50k€,1,172,3,9215.0,red,2,639,114,13345,0.646,0.754,0
6052,,graduate,married,50k€-70k€,5,112,2,2501.0,red,2,1909,34,1850,0.956,1.125,0
1838,52.0,uneducated,married,,6,147,2,2447.0,red,2,1558,38,1716,0.511,0.462,0
5543,45.0,high school,married,<30k€,2,119,2,2601.0,red,2,1861,83,5111,0.794,0.66,0
10108,,high school,,<30k€,3,149,2,2608.0,red,3,1804,61,4671,0.847,0.694,0
7755,46.0,graduate,married,30k€-50k€,1,164,3,7979.0,red,4,0,63,5056,0.465,0.853,1
9984,47.0,,married,<30k€,3,161,2,2904.0,red,4,2203,66,3848,0.796,0.692,0
9332,52.0,phd,married,+110k€,3,166,0,21592.0,red,3,1676,52,1873,1.097,0.529,0
8276,,college,divorced,30k€-50k€,4,161,4,3076.0,red,3,0,50,2580,0.734,0.429,1
8293,48.0,graduate,single,<30k€,4,171,4,2162.0,red,3,1882,70,3825,0.934,0.75,0
1791,41.0,graduate,single,50k€-70k€,6,95,2,5663.0,red,1,1149,61,2553,0.767,0.794,0
7822,46.0,phd,married,<30k€,4,149,4,2514.0,red,3,2090,53,2603,0.842,0.606,1
5583,37.0,,,50k€-70k€,2,109,3,11252.0,red,2,1129,31,1766,0.462,0.476,1
4271,53.0,graduate,married,30k€-50k€,2,175,2,2107.0,red,2,1663,88,4841,0.712,0.725,0
9660,53.0,,married,70k€-110k€,3,134,3,2753.0,red,2,1811,25,1038,0.977,2.571,0
3772,,uneducated,married,<30k€,5,148,2,2258.0,red,3,2000,42,2500,0.611,0.68,1
9309,25.0,,single,70k€-110k€,6,100,3,34516.0,red,3,1180,69,2329,0.801,0.605,0
5827,40.0,high school,married,30k€-50k€,3,145,2,16138.0,red plus,2,1249,33,1198,1.01,0.833,0
4179,49.0,high school,single,+110k€,6,178,3,1438.3,red,2,1058,72,4109,0.56,0.8,0
6340,57.0,high school,single,50k€-70k€,5,182,3,33211.0,red plus,2,0,81,3662,0.732,0.761,0
8719,49.0,,married,70k€-110k€,4,160,4,24462.0,red,3,946,37,1709,0.475,0.542,1
1305,49.0,high school,married,,4,176,2,1828.0,red,2,1517,82,4542,0.661,0.577,0
6022,53.0,uneducated,single,70k€-110k€,3,181,2,11561.0,red,3,2189,39,2153,0.742,0.5,1
9779,51.0,post-graduate,single,<30k€,3,148,3,4281.0,red,3,0,44,1723,0.447,0.375,1
345,52.0,high school,married,+110k€,4,166,3,18442.0,red,1,1470,36,1281,0.491,0.8,0
9833,45.0,college,divorced,30k€-50k€,5,151,2,10991.0,red,1,1328,60,3692,1.027,0.714,0
8008,48.0,uneducated,married,30k€-50k€,5,165,2,3469.0,red,2,0,80,3680,0.956,0.951,0
7020,,post-graduate,married,<30k€,2,147,1,2490.0,red,2,1582,86,7719,0.76,0.623,0
3997,46.0,high school,married,<30k€,4,151,2,2532.0,red,2,1487,71,4143,0.581,1.029,0
1160,,graduate,single,,6,193,3,13276.0,red,3,1917,33,1901,1.075,0.833,0
4535,39.0,high school,single,50k€-70k€,5,127,2,2834.0,red,3,1720,70,4581,0.62,0.591,0
3793,34.0,uneducated,,+110k€,5,122,2,3300.0,red,1,1731,27,1745,0.689,0.929,0
2342,54.0,uneducated,married,30k€-50k€,2,146,3,2937.0,red,2,1633,102,8235,0.857,0.522,0
6629,,graduate,single,<30k€,1,87,1,2867.0,red,2,1365,89,4445,0.502,0.745,0
681,49.0,post-graduate,married,<30k€,6,148,3,3007.0,red,3,2517,67,4423,0.853,0.675,0
5619,47.0,graduate,,30k€-50k€,3,144,2,2631.0,red,3,1699,92,4691,0.668,0.704,0
